Tempo;ID;Eixo_X;Eixo_Y;Eixo_Z;Distancia_Passo;Distancia_Total
0,00;/tracking/trackers/3/rotation;-0,03;-8,39;-0,07;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;-2,37;-17,63;0,76;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;7,97;-19,03;-0,19;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-2,70;-14,62;-4,28;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-1,98;-8,66;4,93;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,05;-7,58;-0,07;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,04;-8,38;-0,07;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;-2,37;-16,85;0,52;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;7,87;-18,63;-0,16;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-2,69;-14,43;-4,29;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-2,18;-8,54;4,99;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,05;-7,58;-0,07;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,04;-8,37;-0,08;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;-2,37;-15,97;0,31;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;7,74;-18,06;-0,12;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-2,67;-14,22;-4,29;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-2,41;-8,31;5,04;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,05;-7,58;-0,07;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,04;-8,37;-0,08;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;-2,38;-15,29;0,16;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;7,64;-17,63;-0,09;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-2,65;-13,92;-4,30;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-2,64;-8,07;5,09;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,05;-7,59;-0,07;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,04;-8,37;-0,09;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;-2,39;-14,47;0,02;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;7,56;-17,27;-0,07;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-2,62;-13,56;-4,31;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-2,84;-7,79;5,13;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,05;-7,60;-0,07;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,04;-8,37;-0,09;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;-2,42;-13,36;-0,08;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;7,44;-16,15;0,00;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-2,59;-13,20;-4,32;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-3,02;-7,51;5,15;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,05;-7,62;-0,07;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,05;-8,37;-0,09;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;-2,45;-12,24;-0,18;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;7,32;-15,02;0,06;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-2,56;-12,82;-4,34;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-3,20;-7,20;5,15;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,05;-7,64;-0,07;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,05;-8,37;-0,10;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;-2,46;-11,21;-0,25;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;7,24;-14,15;0,10;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-2,53;-12,49;-4,35;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-3,35;-6,94;5,15;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,05;-7,65;-0,07;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,05;-8,38;-0,10;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-2,45;-10,27;-0,30;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,17;-13,14;0,15;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,51;-12,22;-4,36;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-3,47;-6,72;5,14;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,66;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,05;-8,38;-0,10;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-2,43;-9,20;-0,36;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,12;-11,90;0,20;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,49;-12,00;-4,37;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-3,58;-6,54;5,14;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,67;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,05;-8,38;-0,11;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-2,41;-8,40;-0,40;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,11;-10,50;0,27;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,46;-11,60;-4,38;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-3,70;-6,34;5,13;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,69;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,38;-0,11;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-2,29;-7,14;-0,44;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,10;-9,08;0,34;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,41;-10,84;-4,42;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-3,83;-6,12;5,12;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,71;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,39;-0,11;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-2,20;-6,16;-0,48;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,10;-7,63;0,41;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,38;-10,17;-4,46;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-3,95;-5,89;5,09;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,74;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,39;-0,12;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-2,08;-5,23;-0,47;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,10;-6,26;0,48;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,36;-9,52;-4,49;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,10;-5,29;5,05;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,76;-0,06;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,42;-0,12;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,99;-4,50;-0,47;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,09;-5,04;0,55;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,35;-8,96;-4,52;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,22;-4,82;5,01;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,78;-0,06;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,44;-0,12;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,91;-3,92;-0,47;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,08;-4,05;0,60;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,36;-8,48;-4,55;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,32;-4,38;4,98;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,80;-0,06;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,47;-0,12;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,79;-3,36;-0,44;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,07;-3,26;0,64;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,35;-7,88;-4,59;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,40;-3,98;4,95;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,83;-0,06;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,48;-0,12;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,63;-2,85;-0,35;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,06;-2,62;0,67;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,44;-7,22;-4,63;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,54;-3,51;4,92;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,86;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,51;-0,12;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,52;-2,45;-0,24;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;7,01;-1,16;0,75;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,52;-6,49;-4,67;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,66;-3,02;4,90;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,91;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,52;-0,12;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,45;-2,15;-0,15;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;6,96;0,23;0,83;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,61;-5,81;-4,71;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,76;-2,65;4,89;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,95;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,54;-0,13;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,40;-1,89;-0,07;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;6,92;1,51;0,90;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,70;-5,23;-4,74;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,83;-2,32;4,87;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-7,98;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,55;-0,13;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,37;-1,71;0,01;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;6,88;2,63;0,95;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,79;-4,72;-4,76;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,87;-2,03;4,86;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-8,01;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,56;-0,13;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,45;-1,79;0,12;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;6,82;3,55;0,98;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,85;-4,25;-4,77;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,87;-1,65;4,83;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,05;-8,03;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,57;-0,13;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,50;-1,99;0,22;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;6,75;4,16;0,98;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,89;-3,86;-4,79;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,82;-1,33;4,81;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,04;-8,05;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,57;-0,13;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,55;-2,24;0,30;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;6,70;4,64;0,97;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,89;-3,57;-4,80;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,75;-1,04;4,78;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,04;-8,08;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,58;-0,13;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,58;-2,50;0,37;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;6,66;4,98;0,96;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,89;-3,34;-4,80;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,70;-0,79;4,75;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,04;-8,10;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,59;-0,12;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,62;-2,89;0,40;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;6,65;5,23;0,95;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-2,90;-3,15;-4,80;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-4,66;-0,59;4,70;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;-0,04;-8,11;-0,07;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,06;-8,60;-0,12;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;-1,68;-3,37;0,41;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;6,73;5,19;0,94;0,0000;0,0000
