Tempo;ID;Eixo_X;Eixo_Y;Eixo_Z;Distancia_Passo;Distancia_Total
0,00;/tracking/trackers/6/rotation;14,18;-0,05;-5,47;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,85;-3,44;-3,92;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-20,65;-8,08;-1,82;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-16,32;-0,74;-1,25;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;1,28;-5,74;1,76;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;1,59;-3,80;-1,63;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,46;0,63;-5,45;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,25;-3,01;-3,83;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-19,92;-7,93;-1,51;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-18,53;-0,52;-0,93;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,73;-5,73;1,51;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;2,00;-3,79;-1,98;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,78;1,43;-5,40;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,68;-2,32;-3,58;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-19,18;-7,61;-1,15;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-20,43;0,27;-0,75;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,20;-5,65;1,29;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;3,59;-3,82;-3,00;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,10;2,28;-5,29;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,04;-1,32;-3,12;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-18,72;-7,32;-0,76;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-22,05;1,14;-0,89;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,19;-5,54;1,13;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;7,91;-4,24;-6,12;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,36;2,99;-5,19;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,32;-0,54;-2,77;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-18,43;-7,08;-0,47;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-23,31;1,52;-1,19;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,48;-5,46;1,02;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;12,44;-4,98;-10,17;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,58;3,64;-5,06;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,50;0,24;-2,37;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-18,21;-6,82;-0,16;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-24,37;1,85;-1,43;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,65;-5,37;0,96;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;16,72;-6,14;-15,00;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,74;4,15;-4,91;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,55;0,93;-1,96;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,92;-6,70;0,16;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-25,16;2,10;-1,60;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,65;-5,33;0,93;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;19,59;-7,22;-19,26;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,84;4,53;-4,75;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,45;1,19;-1,67;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,58;-6,79;0,51;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-25,64;2,51;-1,55;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,55;-5,34;0,92;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;20,15;-6,92;-21,72;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,84;4,66;-4,62;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,28;1,10;-1,57;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,31;-7,00;0,81;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-25,88;3,32;-1,03;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,43;-5,38;0,92;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;19,90;-5,35;-22,97;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,82;4,72;-4,55;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,08;0,89;-1,55;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,12;-7,23;1,04;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-26,08;4,27;-0,29;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,32;-5,41;0,92;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;19,23;-3,32;-23,24;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,78;4,74;-4,52;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,86;0,63;-1,59;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,08;-7,44;1,23;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-26,22;5,06;0,34;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,23;-5,43;0,93;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;18,69;-1,65;-23,48;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,75;4,76;-4,50;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,61;0,32;-1,65;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,13;-7,61;1,37;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-26,35;6,28;1,76;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,16;-5,46;0,94;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;17,36;0,66;-22,52;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,64;4,78;-4,57;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,42;0,09;-1,70;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,17;-7,73;1,47;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-26,33;6,86;3,50;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,10;-5,48;0,94;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;15,21;2,45;-20,32;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,55;4,79;-4,63;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,27;-0,04;-1,69;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,20;-7,85;1,55;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-26,08;7,11;5,13;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,05;-5,49;0,95;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;12,89;3,86;-17,80;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;15,33;4,85;-4,74;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,15;-0,13;-1,68;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,22;-7,93;1,55;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-25,77;7,32;6,33;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;-0,03;-5,51;0,92;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;11,18;4,81;-16,01;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,99;5,05;-4,81;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,05;-0,20;-1,68;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,22;-7,96;1,36;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-25,07;6,83;7,64;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,00;-5,56;0,84;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;9,27;5,93;-12,95;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,76;5,24;-4,78;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,98;-0,26;-1,67;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,22;-7,93;1,09;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-24,24;6,49;8,73;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,05;-5,62;0,76;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;7,83;6,80;-10,73;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,57;5,41;-4,70;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,03;0,00;-1,54;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,03;-7,82;0,79;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-23,46;6,41;9,68;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,10;-5,67;0,68;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;6,95;7,41;-9,76;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,43;5,52;-4,59;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,10;0,43;-1,39;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-16,82;-7,68;0,43;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-22,78;6,42;10,37;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,15;-5,73;0,61;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;6,41;7,74;-9,52;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,32;5,61;-4,50;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,10;0,96;-1,27;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-16,68;-7,55;0,14;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-22,28;6,46;10,81;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,20;-5,77;0,56;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;6,30;7,77;-10,16;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,22;5,67;-4,39;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,00;1,45;-1,21;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-16,57;-7,45;-0,09;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-21,63;6,54;10,73;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,23;-5,80;0,51;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;6,41;7,23;-10,63;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,13;5,69;-4,26;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,80;1,85;-1,24;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-16,69;-7,29;-0,58;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-21,16;6,60;10,56;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,34;-5,84;0,49;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;6,30;6,54;-10,61;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;13,88;5,45;-4,00;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,69;2,02;-1,41;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-16,88;-7,18;-1,17;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-20,62;7,09;10,23;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,63;-5,91;0,50;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;5,58;5,87;-9,32;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;13,68;5,13;-3,74;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,62;2,10;-1,59;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-17,41;-7,06;-1,72;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-20,28;7,96;9,79;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;0,97;-5,98;0,55;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;4,42;5,67;-7,34;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;13,52;4,86;-3,52;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,58;2,06;-1,81;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-18,14;-6,91;-2,25;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-19,91;8,77;9,38;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;1,45;-6,02;0,64;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;3,49;5,46;-5,76;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;13,48;4,50;-3,29;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,55;2,01;-2,00;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-19,14;-6,71;-2,79;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-19,39;9,83;8,79;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;2,51;-5,98;0,89;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;2,53;5,77;-4,29;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;13,57;4,07;-3,07;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,50;1,92;-2,15;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-21,50;-6,32;-3,40;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-18,86;10,62;8,21;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;4,14;-5,85;1,31;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;1,85;6,06;-3,30;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;13,67;3,64;-2,87;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,47;1,79;-2,26;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-23,97;-5,88;-3,95;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-18,12;10,82;7,48;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;7,05;-5,54;2,03;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;1,31;6,21;-2,65;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;13,82;3,06;-2,65;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,56;1,51;-2,32;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-26,66;-5,40;-4,43;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-17,46;10,95;6,91;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;11,67;-5,09;3,19;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;0,93;6,32;-2,20;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;13,97;2,45;-2,42;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;13,73;1,14;-2,36;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-28,87;-5,01;-4,82;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-17,12;10,86;6,48;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;15,99;-4,63;4,33;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;0,66;6,42;-1,89;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,04;1,77;-2,16;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,12;0,32;-2,51;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-30,71;-4,79;-5,07;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-16,96;10,40;6,07;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;19,35;-4,33;5,34;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;0,37;6,50;-1,61;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,10;1,07;-1,88;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,49;-0,79;-2,84;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-32,14;-4,57;-5,18;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-16,80;9,78;5,73;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;22,45;-3,89;6,33;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;0,08;6,57;-1,34;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,15;0,52;-1,67;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;14,77;-1,83;-3,22;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-32,90;-4,23;-5,14;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-16,84;8,46;5,42;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;24,95;-3,08;6,93;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,14;6,55;-1,12;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,23;0,00;-1,48;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,02;-2,87;-3,63;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-33,61;-4,00;-5,10;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-16,86;7,41;5,16;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;26,94;-2,40;7,46;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,32;6,53;-0,95;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,29;-0,40;-1,33;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,21;-3,67;-3,95;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-34,07;-3,78;-5,06;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-16,88;6,52;4,87;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;28,46;-1,86;7,88;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,48;6,52;-0,79;0,0000;0,0000
0,00;/tracking/trackers/6/rotation;14,34;-0,72;-1,22;0,0000;0,0000
0,00;/tracking/trackers/1/rotation;15,23;-4,33;-4,22;0,0000;0,0000
0,00;/tracking/trackers/4/rotation;-34,41;-3,50;-5,05;0,0000;0,0000
0,00;/tracking/trackers/5/rotation;-16,55;5,80;4,51;0,0000;0,0000
0,00;/tracking/trackers/2/rotation;29,69;-1,41;8,24;0,0000;0,0000
0,00;/tracking/trackers/3/rotation;-0,51;6,49;-0,70;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;14,39;-1,00;-1,12;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;15,22;-4,90;-4,39;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-34,81;-3,03;-5,16;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,34;5,27;4,19;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;30,76;-1,00;8,56;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,54;6,48;-0,64;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;14,42;-1,21;-1,04;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;15,18;-5,31;-4,45;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-35,15;-2,61;-5,29;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,26;4,94;3,96;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;31,57;-0,68;8,82;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,57;6,47;-0,60;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;14,45;-1,39;-0,98;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;15,11;-5,64;-4,45;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-35,37;-2,07;-5,48;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,38;4,80;3,79;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;31,64;-0,46;8,71;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,60;6,47;-0,58;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;14,47;-1,52;-0,93;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;15,05;-5,86;-4,41;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-35,50;-1,70;-5,62;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,52;4,72;3,67;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;31,69;-0,29;8,62;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,63;6,47;-0,56;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;14,48;-1,63;-0,89;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,99;-6,04;-4,38;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-35,51;-2,07;-6,45;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,67;4,71;3,59;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;29,23;-2,31;6,70;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,65;6,48;-0,57;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;14,64;-1,93;-0,88;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,88;-5,97;-4,31;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-35,37;-3,56;-7,87;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,81;4,74;3,60;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;25,35;-6,00;2,45;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,67;6,47;-0,59;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;14,17;-2,23;-1,29;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,76;-5,80;-4,28;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-35,05;-4,78;-8,82;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,88;4,77;3,67;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;22,54;-8,62;-1,16;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,67;6,47;-0,60;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;13,70;-2,40;-1,65;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,67;-5,58;-4,24;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-34,12;-5,85;-9,48;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,91;4,78;3,80;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;20,46;-10,82;-4,59;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,67;6,46;-0,59;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;13,23;-2,39;-1,99;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,61;-5,30;-4,20;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-33,42;-6,74;-9,93;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,88;4,76;3,97;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;18,75;-12,42;-7,18;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,67;6,45;-0,58;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,84;-2,28;-2,32;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,57;-5,02;-4,17;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-32,27;-7,29;-10,17;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,83;4,73;4,16;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;17,49;-13,00;-7,42;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,67;6,44;-0,57;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,70;-1,95;-2,67;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,57;-4,66;-4,11;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-31,71;-7,29;-10,33;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,78;4,70;4,41;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;15,65;-12,89;-6,29;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,68;6,43;-0,57;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,60;-1,55;-3,11;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,57;-4,29;-4,02;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-31,77;-7,01;-10,35;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,67;4,68;4,82;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;13,52;-12,56;-4,15;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,69;6,41;-0,58;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,53;-1,20;-3,52;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,59;-3,84;-3,87;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-32,39;-6,33;-10,33;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,57;4,69;5,22;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;11,29;-12,10;-2,57;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,71;6,39;-0,59;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,49;-0,89;-3,90;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,63;-3,43;-3,72;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-32,89;-5,83;-10,31;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,48;4,71;5,69;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;9,56;-11,80;-1,38;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,72;6,36;-0,61;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,48;-0,58;-4,33;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,72;-2,99;-3,61;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-32,99;-5,51;-10,23;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,40;4,76;6,26;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;8,16;-11,58;-0,42;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,72;6,33;-0,62;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,49;-0,30;-4,77;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,84;-2,62;-3,66;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-32,87;-5,39;-9,92;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,33;4,82;6,92;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;6,89;-11,38;0,14;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,71;6,30;-0,63;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,50;-0,08;-5,23;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;14,95;-2,34;-3,79;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-32,18;-5,49;-9,57;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,28;4,89;7,59;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;5,93;-11,25;0,56;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,70;6,29;-0,64;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,51;0,11;-5,66;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;15,07;-2,16;-4,12;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-31,37;-5,65;-9,23;0,0000;0,0000
0,02;/tracking/trackers/5/rotation;-16,24;4,97;8,14;0,0000;0,0000
0,02;/tracking/trackers/2/rotation;5,15;-11,14;0,90;0,0000;0,0000
0,02;/tracking/trackers/3/rotation;-0,68;6,28;-0,65;0,0000;0,0000
0,02;/tracking/trackers/6/rotation;12,57;0,27;-6,21;0,0000;0,0000
0,02;/tracking/trackers/1/rotation;15,19;-2,00;-4,49;0,0000;0,0000
0,02;/tracking/trackers/4/rotation;-30,64;-6,56;-8,43;0,0000;0,0000
